bgrid,bgrname,bgrseverity,bgrassignedto,bgrreportedby,bgrreportedon,bgrstatus,bgrenvironment,bgrdesc
bgrid12580,Unpropagated updates,high,Caleb5,Caleb21,6/4/2016,fixed,Sbx,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12581,Division by zero.,high,Caleb7,Caleb1,10/8/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12582,infinite recursionIncorrect protocol implementation,high,Caleb2,Caleb3,12/7/2015,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12583,Incompatible systems,low,Caleb2,Caleb1,2/5/2016,fixed,Dev,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12584,Unpropagated updates,high,Caleb28,Caleb2,11/7/2015,fixed,Test,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12585,Incorrect hardware handling,low,Caleb7,Caleb1,4/5/2016,in progress,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12586,Division by zero.,medium,Caleb27,Caleb2,4/5/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12587,infinite recursionIncorrect protocol implementation,low,Caleb4,Caleb1,9/8/2015,not started,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12588,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb26,2/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12589,Differences between documentation and product,high,Caleb1,Caleb2,10/8/2015,not started,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12590,Arithmetic overflow,high,Caleb39,Caleb2,3/6/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12591,Incorrect assumptions of a particular platform,high,Caleb18,Caleb1,9/8/2015,fixed,Dev,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12592,Incorrect assumptions of a particular platform,medium,Caleb2,Caleb2,3/6/2016,fixed,Act,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12593,Incorrect assumptions of a particular platform,medium,Caleb1,Caleb31,1/6/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12594,Incorrect hardware handling,high,Caleb2,Caleb1,12/7/2015,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12595,Incorrect assumptions of a particular platform,low,Caleb1,Caleb36,3/6/2016,fixed,Act,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12596,Arithmetic overflow,low,Caleb1,Caleb40,12/7/2015,not started,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12597,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb25,6/4/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12598,Incorrect hardware handling,high,Caleb2,Caleb2,11/7/2015,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12599,Incorrect assumptions of a particular platform,high,Caleb1,Caleb1,6/4/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12600,Unpropagated updates,medium,Caleb2,Caleb1,5/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12601,Incorrect assumptions of a particular platform,medium,Caleb2,Caleb2,2/5/2016,in progress,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12602,Incorrect assumptions of a particular platform,medium,Caleb1,Caleb43,2/5/2016,not started,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12603,Incorrect assumptions of a particular platform,low,Caleb2,Caleb2,12/7/2015,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12604,infinite recursionIncorrect protocol implementation,low,Caleb2,Caleb46,9/8/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12605,infinite recursionIncorrect protocol implementation,medium,Caleb2,Caleb1,2/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12606,Incorrect assumptions of a particular platform,low,Caleb1,Caleb1,10/8/2015,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12607,Infinite loops ,high,Caleb2,Caleb1,4/5/2016,not started,Act,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12608,Incompatible systems,low,Caleb2,Caleb1,4/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12609,infinite recursionIncorrect protocol implementation,high,Caleb1,Caleb1,11/7/2015,in progress,Act,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12610,Unpropagated updates,low,Caleb2,Caleb26,6/4/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12611,Infinite loops ,medium,Caleb1,Caleb1,5/5/2016,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12612,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb13,2/5/2016,not started,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12613,Incompatible systems,high,Caleb13,Caleb2,5/5/2016,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12614,Incorrect assumptions of a particular platform,medium,Caleb2,Caleb18,4/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
